1,29.144787,3.1394992
2,26.519852,3.5150697
3,14.365369,2.4828262
4,7.0383935,3.2233405
5,7.1329684,3.2178981
6,3.8729522,8.359008
7,3.6112814,12.47903
8,5.7423925,14.026768
9,10.648486,13.476621
10,18.134686,10.703852
11,18.39844,10.524634
12,22.264317,11.307361
13,22.360144,11.576844
14,24.658306,8.052475
15,24.78122,8.453838
16,25.440863,7.867974
17,27.628439,12.244124
18,27.931833,12.512258
19,20.482008,14.977419
20,21.20111,15.47271
21,24.053646,15.082362
22,22.015831,14.351686
23,11.485351,15.1542015
24,3.7617183,10.770383
25,5.1200194,5.272664
26,7.9879837,2.982657
27,8.46148,2.5302413
28,21.970228,3.7022362
29,23.06358,2.5110838
30,17.693983,3.0252304
31,14.990906,3.0344203
32,5.9146843,2.8604612
33,4.942795,2.3581805
34,3.9192083,9.227731
35,4.1348143,11.540395
36,6.456636,13.481531
37,13.179937,14.310639
38,15.937485,15.045258
39,16.765669,7.4560113
40,18.461472,5.488758
41,17.185837,4.9184384
42,15.793753,4.343546
43,17.370663,3.369293
44,24.059685,3.438733
45,27.297104,6.9474654
46,27.806192,10.232291
47,27.43242,8.991959
48,27.525751,10.393052
49,26.440653,13.623266
50,20.9717,14.792701
51,9.597384,14.64097
52,5.236616,15.580057
53,7.5255036,15.169927
54,22.215975,15.026885
55,20.503498,14.324035
56,17.978361,14.978296
57,8.948515,14.9274845
58,10.371387,13.881901
59,7.1046424,14.553407
60,3.882135,14.407244
61,4.1480145,14.606797
62,4.119242,14.536809
63,1.1392889,15.573567
64,1.7442285,14.534703
65,7.625787,12.688455
66,9.485033,9.804225
67,7.8403416,4.2498155
68,7.4840255,3.743793
69,7.257599,3.8234546
70,4.6891217,3.3893342
71,4.722045,3.1748576
72,4.290896,4.199854
73,3.42327,5.6323504
74,3.5323477,5.444337
75,3.3365862,6.667242
76,3.5510945,6.544286
77,3.249755,6.382405
78,3.3946376,5.5490775
79,10.654155,2.494145
80,10.2871475,2.6226194
81,20.731745,2.8473132
82,25.254759,2.9299297
83,26.011929,2.4156759
84,25.339737,3.4462235
85,24.458418,3.6896775
86,25.362354,2.1137683
87,25.143301,3.9610877
88,25.335443,3.5122755
89,26.216839,3.9716177
90,22.142815,3.71261
91,17.509918,4.6591315
92,15.8920355,4.6610255
93,14.9956,3.122385
94,13.811789,5.039636
95,12.623684,5.4364324
96,13.471412,4.713598
97,14.855002,7.6753383
98,15.761831,8.259972
99,14.583444,6.750431
100,16.586323,7.544897
101,22.426651,7.178037
102,25.588997,4.9796333
103,26.879309,6.370372
104,27.987576,10.809936
105,28.081184,10.839243
106,27.813482,10.978294
107,27.305586,10.813406
108,27.566036,10.590582
109,27.778427,9.028487
110,27.391727,7.555891
111,25.895447,6.234457
112,25.243027,6.077057
113,23.861515,6.364482
114,22.355165,9.968718
115,25.821995,14.092727
116,26.593931,14.842498
117,27.41086,14.275678
118,28.010313,10.775458
119,21.826082,15.347398
120,19.061749,14.46404
121,27.442022,6.3129144
122,23.708567,15.258254
123,24.19117,15.324578
124,22.970905,14.108946
125,20.319641,14.243228
126,16.206503,15.174502
127,6.6795545,14.412993
128,6.653462,14.39539
129,6.9366903,14.775811
130,8.992955,15.679151
131,12.921449,15.073853
132,19.841,15.001922
133,24.561314,14.878161
134,26.117355,15.425574
135,24.753738,14.506027
136,26.121048,14.5459385
137,26.720135,14.591328
138,27.453127,6.3184667
139,27.450352,6.3018103
140,26.553959,15.092754
141,27.04268,15.594444
142,25.648294,14.834813
143,26.846527,15.329673
144,26.486221,15.152504
145,27.938839,13.303149
146,28.345514,13.389051
147,27.4448,6.296258
148,28.990715,13.211489
149,27.59146,13.698248
150,27.011765,14.724908
151,26.953396,14.829872
152,27.49163,11.198528
153,27.43647,6.3129144
154,20.126825,11.485467
155,12.642302,11.832016
156,6.075023,11.106452
157,4.8640237,4.4784102
158,13.061141,3.4789865
159,14.308506,4.184798
160,15.412733,3.96442
161,15.095999,4.179119
162,16.272442,6.1671996
163,21.907375,8.871037
164,27.442022,6.314795
165,25.297852,8.838544
166,27.30069,10.188825
167,25.187494,14.927126
168,16.612785,12.5000305
169,11.157454,11.683122
170,7.785878,14.171493
171,8.299275,13.225669
172,6.0179167,11.18827
173,10.303252,3.2383513
174,22.991293,2.5742662
175,25.397745,3.3266351
176,26.582052,3.5353236
177,28.06454,2.6792572
178,27.44354,4.8125143
179,27.732822,7.1804733
180,28.118439,4.4778495
181,28.82238,4.219407
182,27.04887,4.534302
183,20.696672,2.484492
184,22.272646,2.1450675
185,18.19552,3.0087597
186,5.6319895,3.6147707
187,4.136438,2.873425
188,4.1013565,2.8661852
189,5.647063,3.0955997
190,22.052464,2.9662557
191,26.452578,3.260896
192,27.01294,3.3151274
193,26.98058,3.3102632
194,27.404737,3.6235697
195,27.011349,3.304906
196,28.371796,2.8018107
197,28.497286,2.6166236
198,28.354471,2.28945
199,27.597954,3.643086
200,28.401182,5.1431155
201,28.767677,5.0460734
202,27.9822,4.5652103
203,27.740618,13.282811
204,27.84756,13.286989
205,27.86756,13.608899
206,28.000515,9.959766
207,19.229622,15.28785
208,17.211693,14.866914
209,11.370807,14.810139
210,9.03222,13.813882
211,7.965186,13.420511
212,7.5671816,13.614648
213,7.0989604,13.446824
214,7.287702,14.897178
215,9.57204,14.4864235
216,13.701552,15.261582
217,18.13908,13.416198
218,18.127415,12.868816
219,12.574123,8.463719
220,15.873486,9.455116
221,10.788643,8.333601
222,8.482132,6.4153113
223,6.6181726,5.541658
224,3.8708415,8.103257
225,3.107317,11.963751
226,8.013095,11.660927
227,11.534418,14.81808
228,15.948285,14.0924635
229,19.144337,10.653229
230,20.116894,8.022877
231,24.109392,7.041605
232,26.132778,6.397919
233,27.571093,8.495606
234,26.138908,8.622479
235,25.657543,10.492296
236,25.709005,11.173641
237,24.866877,12.01703
238,24.773954,12.174537
239,22.593596,11.0991335
240,14.938449,9.975111
241,11.56039,9.106833
242,10.893352,9.052795
243,8.032027,7.1428385
244,7.9208713,6.5000367
245,11.044626,5.329217
246,13.695048,4.18384
247,13.81022,4.021931
248,17.302107,3.1848774
249,21.811213,3.1946707
250,27.255547,7.325765
251,27.311398,7.6014953
252,28.217216,7.376076
253,27.069336,6.9448156
254,26.99583,8.049107
255,27.062704,8.207456
256,27.683699,11.020866
257,28.412855,12.883976
258,28.769201,12.899593
259,28.310928,12.1734915
260,27.751896,11.284565
261,26.575987,11.871349
262,26.652605,12.211589
263,26.711634,11.697197
264,27.001432,11.244514
265,27.31659,10.148598
266,27.239475,10.177982
267,26.814306,10.856015
268,27.355131,11.155335
269,27.74148,11.328815
270,30.096,10.396599
271,27.207436,10.63927
272,22.166286,8.752147
273,19.784735,4.321809
274,20.905273,3.7325432
275,24.70057,3.3763962
276,25.717897,3.0374231
277,27.412733,3.3593524
278,27.916098,2.9158356
279,27.994165,2.9642754
280,27.709183,4.1172876
281,27.61592,3.7450342
282,19.183403,2.4364152
283,10.21028,2.3620532
284,6.0564976,2.7589507
285,4.835113,3.8454418
