tick,x,y
1,26.521292,2.8453991
2,27.680132,4.016495
3,28.359861,3.7917082
4,27.391449,5.1409607
5,27.301214,5.1023173
6,27.905758,5.779103
7,27.962406,5.802198
8,28.450443,7.925084
9,29.451195,11.424245
10,23.019777,10.728675
11,25.93087,13.917662
12,26.256227,14.187394
13,25.551687,12.615902
14,25.899122,13.062742
15,24.422441,12.495612
16,24.47833,13.20603
17,22.757235,14.08026
18,23.952692,14.8525305
19,28.389322,10.254738
20,22.240908,13.764783
21,22.92783,13.426576
22,23.50292,13.4296
23,22.843935,13.687122
24,20.657473,14.75073
25,18.657745,15.045085
26,13.835511,13.868782
27,9.369044,14.1406
28,9.936732,14.451737
29,13.099399,14.999775
30,19.126026,15.140488
31,21.1957,15.038596
32,22.876535,14.723885
33,25.04621,14.629972
34,24.963251,14.226784
35,24.617725,13.8203335
36,25.998808,12.53762
37,28.133018,13.779854
38,27.433878,14.056821
39,27.045898,14.743467
40,28.752771,13.448155
41,30.038256,9.819672
42,27.391914,14.812992
43,28.773924,13.676871
44,26.858559,13.952502
45,26.224543,13.571026
46,26.460352,13.153654
47,26.531244,13.25068
48,24.308052,14.436438
49,5.484133,14.122837
50,3.4465313,13.9261875
51,4.1398516,13.480701
52,3.3622823,6.776833
53,3.249888,5.0670185
54,7.031341,2.6523566
55,6.8270097,3.3529735
56,7.407382,4.1459107
57,7.0604916,4.94393
58,6.846256,4.962684
59,7.26553,6.0565495
60,9.90687,12.544279
61,12.840845,14.790213
62,15.544697,12.920087
63,13.115982,14.410986
64,4.776975,15.150675
65,3.2577553,13.333526
66,3.9610121,10.299331
67,6.0853057,5.6300464
68,7.9440017,3.3733616
69,8.7582445,2.8710067
70,9.253854,2.7265136
71,9.42053,3.8666527
72,8.547179,2.7737226
73,13.27131,2.2939467
74,25.594803,2.7710004
75,27.028227,3.952169
76,28.7846,3.9854708
77,28.629303,4.2243986
78,27.89126,3.2810314
79,27.692879,3.3632128
80,26.49529,3.0606587
81,27.085505,3.1585546
82,26.0042,2.6859908
83,25.344448,2.7456512
84,25.218561,2.6912599
85,18.476072,2.0843556
86,18.691414,1.6745777
87,20.382534,1.5438019
88,19.204067,2.8767319
89,10.488649,2.5786428
90,4.925857,3.510963
91,3.1251476,8.356801
92,3.3388221,9.4474
93,3.3067064,10.4776125
94,3.3296554,13.203638
95,3.3360872,13.259275
96,2.9935222,14.07671
97,8.437472,14.938481
98,23.020708,14.907659
99,28.488686,15.294245
100,23.912521,12.797177
101,27.185547,14.527037
102,27.225689,13.554039
103,28.43499,13.360532
104,28.465895,13.376415
105,29.111454,14.458413
106,29.113934,11.832873
107,28.532454,11.943827
108,28.355211,12.555516
109,28.541971,12.3517065
110,25.98014,11.141025
111,23.426008,9.011581
112,25.10535,9.106796
113,25.214334,8.555096
114,23.887703,8.749554
115,22.152119,7.8460875
116,24.033014,9.688677
117,17.262781,15.128923
118,15.070617,14.882438
119,14.711338,13.737233
120,14.509138,13.648035
121,14.251112,13.588845
122,15.015083,13.472687
123,19.737806,15.183561
124,20.318697,15.057966
125,21.387129,13.906298
126,22.115637,14.115749
127,22.982096,14.44276
128,25.017792,14.275567
129,26.364561,13.739062
130,26.023031,14.495067
131,27.87472,13.97484
132,28.377558,12.090726
133,27.284424,10.681378
134,26.696657,8.661299
135,26.43272,8.585426
136,26.995445,8.016256
137,26.830744,8.189703
138,26.8949,7.4953365
139,26.887333,4.9664226
140,25.605263,4.199624
141,24.032372,5.54
142,25.778324,5.1401677
143,23.304903,6.4392123
144,24.853065,6.31492
145,25.250853,7.285011
146,26.009762,6.8896003
147,25.514193,7.464895
148,24.940048,7.1946406
149,23.79973,6.7851424
150,22.786636,8.190152
151,23.544395,13.182098
152,23.550583,13.505003
153,21.061152,15.342256
154,17.212234,15.302345
155,11.384159,15.20943
156,13.17323,15.218977
157,15.422442,15.132601
158,16.747173,14.234429
159,17.317602,15.761713
160,15.406612,15.003822
161,6.7520623,15.124844
162,4.1249475,14.17283
163,4.201331,14.252102
164,3.3008811,10.967856
165,5.02111,8.489403
166,4.6181736,9.152206
167,6.987325,9.076088
168,8.812771,8.7932005
169,10.2858925,7.9182463
170,9.310146,5.178953
171,7.3157654,3.8843217
172,5.183225,2.7554724
173,3.724906,3.887264
174,3.1716857,5.7034326
175,3.3710606,7.6882596
176,3.5898972,12.304312
177,3.8108861,12.5434065
178,4.015106,12.713394
179,4.0457487,13.969515
180,6.5216613,14.40362
181,10.855852,15.169415
182,13.648665,14.478384
183,15.662367,12.585198
184,16.001759,11.758967
185,15.598455,11.9046335
186,23.54054,11.6572275
187,25.116459,10.764582
188,26.420256,4.7916827
189,26.694763,3.4924197
190,27.377693,3.6775062
191,27.347713,4.199422
192,27.253689,5.394507
193,26.837042,5.8770175
194,29.451849,5.7332616
195,27.446646,4.71758
196,27.134491,4.8404613
197,27.101051,4.852947
198,27.149704,5.1115193
199,28.679087,4.947311
200,28.21366,4.721531
201,26.23081,3.0532298
202,27.372808,3.8116236
203,27.454458,5.64771
204,27.139162,5.383988
205,27.35344,4.2521067
206,27.439018,4.0366426
207,27.499575,4.3417387
208,26.867605,2.875236
209,27.70328,3.2997239
210,27.648607,3.8957434
211,27.810833,3.4168901
212,27.580746,3.178117
213,27.576645,3.2731009
214,27.602333,3.2717974
215,27.633986,3.1727948
216,27.628592,3.364608
217,27.651436,3.2271526
218,27.581467,3.3026826
219,27.529589,3.3442106
220,25.50541,1.6380827
221,27.372871,5.218199
222,28.206066,5.301301
223,28.212074,5.1099706
224,27.028746,4.6505814
225,27.105053,4.594977
226,27.08471,4.5589094
227,27.093838,4.5991683
228,27.1104,4.5830574
229,27.112783,4.571776
230,27.055044,4.6044855
231,26.741673,4.674588
232,26.428823,3.970325
233,22.826065,3.2496364
234,22.583973,3.279924
235,17.44358,2.4302347
236,18.300318,2.093052
237,18.644518,3.3768365
238,17.687538,3.6762478
239,17.872763,2.9158244
240,4.831385,3.810354
241,3.7766466,6.07936
242,3.5301948,9.753196
243,5.5902863,13.799733
244,10.408583,14.027357
245,16.543886,15.40784
246,21.99335,14.986726
247,26.634365,11.969901
248,27.550825,11.861678
249,28.626902,11.992763
250,27.341274,12.290443
