tick,x,y
196,1.9089199,15.089853
197,2.039826,15.1054535
198,2.0869033,15.104487
199,2.112245,15.112219
200,2.104575,15.145423
201,2.1586578,15.145303
202,2.1535285,15.13964
203,2.1828563,15.129805
204,2.1720936,15.13172
205,2.208909,15.115286
206,2.201439,15.1598215
207,2.1888626,15.133889
208,2.1977232,15.133803
209,2.1892412,15.115004
210,2.1966922,15.147843
211,2.1782782,15.124678
212,2.2267396,15.129435
213,2.2254286,15.121234
214,2.223874,15.134358
215,2.210754,15.141322
216,2.2060883,15.129307
217,2.198908,15.146503
218,2.2177262,15.158924
219,2.1997943,15.157617
220,2.2364812,15.1385355
221,2.2441137,15.121733
222,2.2271967,15.140821
223,2.221004,15.130467
224,2.2146952,15.128815
225,2.2480652,15.135939
226,2.2216537,15.138893
227,2.2528074,15.125318
228,2.2569056,15.115418
229,2.2000988,15.119438
230,2.0176997,15.143386
231,1.9397972,15.071107
232,2.009455,15.128941
233,1.9341658,15.098213
234,2.0223472,15.078939
235,2.0707533,15.104363
236,2.0947495,15.1154995
237,2.108608,15.126411
238,2.0994496,15.10209
239,2.1197479,15.112768
240,2.1234705,15.124896
241,2.110034,15.124135
242,2.1284816,15.127791
243,2.1093607,15.113266
244,2.1359417,15.133798
245,2.1622002,15.12957
246,2.1345935,15.123557
247,2.1435504,15.117374
248,2.1474285,15.132829
249,2.149373,15.115789
250,2.1365666,15.133421
251,2.1199772,15.1163845
252,2.132533,15.12907
253,2.1186085,15.113855
254,2.1287,15.118876
255,2.1229663,15.125972
256,2.142788,15.12824
257,2.145641,15.119453
258,2.1239295,15.106791
259,2.1457548,15.121073
260,2.1441007,15.130097
261,2.1344285,15.130331
262,2.15232,15.131214
263,2.1314616,15.118698
264,2.1344752,15.119117
265,2.1294692,15.120993
266,2.1389272,15.108015
267,2.114248,15.123616
268,2.1065688,15.129367
269,2.119837,15.115012
270,2.1302676,15.135674
271,2.1213453,15.127705
272,2.0810728,15.144698
273,2.1048706,15.120925
274,2.1340687,15.112272
275,2.1565409,15.121004
276,2.1450953,15.12694
277,2.1424499,15.1265745
278,2.1452532,15.123154
279,2.1315293,15.112589
280,2.1385286,15.135942
281,2.1354644,15.127915
282,2.1404917,15.132501
283,2.1382935,15.136427
284,2.0990317,15.11975
285,2.1332886,15.119104
286,2.1362095,15.130057
287,2.1565566,15.121117
288,2.1606734,15.141598
289,2.099061,15.130149
290,2.133707,15.13615
291,2.1674192,15.128058
292,2.1516683,15.1334095
293,2.1462545,15.131025
294,2.1329312,15.118424
295,2.1146724,15.116026
296,2.136143,15.122759
297,2.163032,15.113009
298,2.163531,15.146574
299,2.156463,15.113059
300,2.1470268,15.11296
301,2.1388013,15.12683
302,2.146651,15.130636
303,2.1356773,15.1366825
304,2.1693285,15.124448
305,2.149074,15.130127
306,2.1622217,15.148242
307,2.147051,15.126302
308,2.1847441,15.120618
309,2.1478946,15.139961
310,2.147677,15.130119
311,2.151443,15.124313
312,2.1706843,15.138004
313,2.1661165,15.141073
314,2.1952417,15.124748
315,2.1711607,15.12008
316,2.1566446,15.12827
317,2.157439,15.130955
318,2.164828,15.130204
319,2.1401818,15.115074
320,2.1478577,15.128626
321,2.124822,15.122435
322,2.1670187,15.132301
323,2.1462858,15.12183
324,2.159394,15.134948
325,2.1509175,15.127053
326,2.1623018,15.133957
327,2.1539762,15.128202
328,2.160893,15.115062
329,2.113543,15.125673
330,2.1575825,15.13139
331,2.1648626,15.12607
332,2.169902,15.114299
333,2.171248,15.135339
334,2.1726418,15.130268
335,2.1665437,15.118753
336,2.1637795,15.130453
337,2.1886477,15.126858
338,2.1636882,15.145297
339,2.1578038,15.12999
340,2.1601887,15.130624
341,2.1432025,15.1231165
342,2.1692965,15.141268
343,2.1489809,15.121468
344,2.1676872,15.128541
345,2.0080924,15.139587
346,1.8506641,15.089142
347,2.026255,15.152943
348,2.2936344,15.095189
349,2.0272243,15.124217
350,2.0348363,15.107651
351,2.0643914,15.111377
352,2.0943472,15.10346
353,2.08593,15.1145525
354,2.1094458,15.119473
355,2.1111195,15.1140585
356,2.128672,15.120719
357,2.1095679,15.120045
358,2.1198597,15.111788
359,2.112405,15.122366
360,2.1065493,15.119351
361,2.0970318,15.111927
362,2.1166835,15.102049
363,2.0472198,15.126529
364,2.1288645,15.069137
365,1.9967824,14.995563
366,2.1382468,15.080023
367,2.0560248,15.0771475
368,2.0592809,15.052832
369,1.9265771,15.093667
370,1.9609028,15.104863
371,2.0197525,15.082531
372,2.0282848,15.100512
373,2.0062573,15.128783
374,2.0323427,15.094381
375,2.035417,15.101732
376,2.0323942,15.122471
377,2.0541618,15.12335
378,2.0447505,15.123867
379,2.0573974,15.107958
380,2.0535152,15.123299
381,2.0531487,15.124266
382,2.0583947,15.128949
383,2.055822,15.128778
384,2.06316,15.122512
385,2.0327554,15.122381
386,2.001522,15.122749
387,2.0156953,15.118822
388,2.0418746,15.108014
389,2.0457559,15.128853
390,2.0344949,15.126231
391,2.0302503,15.1248665
392,2.0537684,15.133263
393,2.053242,15.139026
394,2.0488153,15.127976
395,2.045066,15.122016
396,2.068336,15.117188
397,2.0662558,15.135961
398,2.044657,15.124876
399,2.0834343,15.123932
400,2.0340328,15.130435
401,2.050037,15.116868
402,2.029144,15.135009
403,2.0670083,15.126251
404,2.0506964,15.12533
405,2.0519571,15.129761
406,2.0498834,15.123073
407,2.035764,15.121063
408,2.0611873,15.1489935
409,2.0608952,15.136918
410,2.0739603,15.142105
411,2.0658755,15.130652
412,2.0601664,15.152157
413,2.0740287,15.138091
414,2.077119,15.132402
415,2.0664692,15.13009
416,2.0617273,15.133792
417,2.0394802,15.136183
418,2.0851254,15.132895
419,2.051178,15.145022
420,2.070555,15.13204
421,2.0832214,15.144748
422,2.0657043,15.140089
423,2.0604594,15.131687
424,2.0712051,15.129621
425,2.0686467,15.13504
426,2.040949,15.143279
427,2.045339,15.13658
428,2.0320876,15.136898
429,2.0569248,15.127353
430,2.0535352,15.150809
431,2.0675042,15.1550255
432,2.0666668,15.13966
433,2.0584085,15.140049
434,2.0436862,15.162452
435,1.892617,15.150866
436,2.0793045,15.168037
437,1.8829788,14.984769
438,2.1923852,15.085227
439,2.297166,15.047783
440,2.3350296,15.046644
441,1.9907418,14.966258
442,2.1757457,14.422379
443,2.1887345,14.557772
444,2.5560503,14.797602
445,2.4651027,14.876388
446,2.1163986,14.300242
447,2.5301003,14.762423
448,2.5830364,14.731094
449,2.5703897,14.901962
450,2.5317316,14.831778
451,2.7145946,14.907917
452,2.2113023,15.054745
453,2.5694854,14.870038
454,2.522628,14.841124
455,2.528174,14.830291
456,2.5248458,14.893295
457,2.1034281,14.2913685
458,1.9376438,13.416249
459,2.5762947,14.804809
460,2.7076278,14.832908
461,2.7315028,14.797417
462,2.3236322,13.876943
463,2.315405,15.0647335
464,2.1374264,15.060875
465,1.9722385,14.961804
466,2.004243,14.964733
467,2.0201762,14.971226
468,2.0380144,14.990205
469,2.0036314,15.002956
470,2.0484176,15.010977
471,2.0633674,15.008848
472,2.067554,15.026422
473,2.063828,15.041148
474,2.0964932,14.973359
475,1.9446867,15.005142
476,2.1473913,14.950433
477,2.0628846,14.991345
478,1.978717,15.059549
479,1.986823,15.0517235
480,2.0824516,15.055544
481,1.9504315,15.043758
482,1.988421,14.99068
483,1.9363532,15.024311
484,1.9816355,14.961231
485,1.9972298,14.967364
486,2.0235536,14.963256
487,2.038785,14.968035
488,2.0317523,14.976309
489,2.0578415,14.99122
490,2.0716226,14.994002
491,2.043762,14.969642
492,2.0389783,14.968567
493,2.5010662,15.230411
494,2.4161556,15.020142
495,2.0326736,15.097397
496,2.1073742,14.975949
497,2.0684562,14.967792
498,1.9613143,14.749506
499,1.9231313,14.85496
500,1.9544748,14.86664
501,1.9260969,14.886269
502,1.9591655,14.873471
503,1.9261442,14.884419
504,1.9224507,14.872128
505,2.0288515,14.603795
506,1.7999746,14.305737
507,1.8127593,14.420222
508,2.0586102,15.146563
509,2.2631516,15.02537
510,2.3321888,14.626111
511,1.7538242,13.827972
512,1.8229654,14.543684
513,1.6433848,13.820704
514,1.54504,13.0942135
515,1.542992,6.014993
516,2.2016225,2.6582882
517,2.1068146,2.0972571
518,2.0738428,1.9828265
519,2.4847791,3.083301
520,3.1252036,3.5187464
521,7.37816,1.7478839
522,15.233163,1.8970864
523,24.683296,1.824045
524,24.325418,2.04618
525,22.037685,2.4626987
526,24.15154,2.3437142
527,25.426239,1.9880729
528,26.425701,2.814791
529,23.077389,1.1055293
530,8.951357,2.0975928
531,1.6559099,3.0151396
532,1.6319964,3.0279086
533,1.5837561,12.825197
534,2.2158067,14.49818
535,2.2103724,15.109165
536,1.9777979,14.49611
537,1.5422078,13.325207
538,1.597416,13.396804
539,1.4759729,14.08528
540,1.444147,13.869605
541,1.5528063,13.6597
542,1.5560484,13.760005
543,1.5407121,13.792329
544,1.5307589,13.817375
545,1.4624281,13.869497
546,1.4345093,13.831532
547,1.4372119,13.897581
548,1.4912461,13.8695
549,1.6247654,13.787053
550,1.6139438,13.800678
551,1.597601,13.834847
552,1.5710548,13.89827
553,1.5529376,13.897788
554,1.5542182,13.895342
555,1.561689,13.907444
556,1.5993654,13.879712
557,1.5536133,13.822352
558,1.4974442,13.765714
559,1.512473,13.95595
560,2.175367,14.93203
561,2.212037,14.959871
562,2.637846,14.834994
563,2.0010552,14.620622
564,1.6809839,14.893622
565,1.6088347,14.632216
566,1.7645283,12.594164
567,1.6908845,12.194823
568,2.0559335,12.239495
569,1.8766859,12.26396
570,1.6857101,12.903641
571,2.4127932,14.843838
572,2.4381075,13.868985
573,2.3968134,13.493253
574,2.1643414,14.48963
575,2.3476245,13.919064
576,3.214181,14.124573
577,3.5765567,14.499963
578,4.048593,14.086897
579,3.1559227,14.532682
580,4.004324,14.122329
581,5.2327414,14.526846
582,5.209552,14.410329
583,6.29992,14.756314
584,5.4390173,14.63565
585,4.1210446,13.933632
586,3.4269009,13.523552
587,3.2251468,13.559483
588,3.567155,14.012881
589,1.5808921,14.112985
590,2.1333709,14.742834
591,2.5793893,14.596334
592,3.070117,14.819897
593,3.5882807,14.789504
594,2.915828,14.752516
595,2.9653258,14.789277
596,2.5052192,14.692378
597,3.2083235,14.7840395
598,5.7412086,14.890653
599,9.491537,14.545635
600,9.527634,14.098069
601,12.142308,14.4661875
602,13.433984,14.430801
603,14.349151,14.3643675
604,15.29378,14.458679
605,16.030449,14.201193
606,15.83122,15.01558
607,15.344377,14.863387
608,14.334761,15.148965
609,13.581744,12.304468
610,14.226363,12.423165
611,11.9324255,13.624083
612,4.50693,14.871575
613,3.7250876,14.92002
614,4.333873,15.003357
615,4.321666,15.046494
616,1.8939366,13.93015
617,1.7242188,14.446778
618,2.9142468,14.806825
619,3.3479528,14.728575
620,3.4404583,14.956743
621,1.7087852,13.869082
622,1.2747284,5.453085
623,1.3543787,4.2132664
624,1.4856188,3.9027433
625,1.4933742,3.9071944
626,1.4660871,3.8977258
627,1.3650424,4.259484
628,2.3285642,1.9650582
629,2.906447,2.16291
630,4.313899,1.811242
631,4.365574,1.8447673
632,3.828449,1.959071
633,3.6376383,1.9472218
634,3.6796455,1.9777856
635,2.383527,2.1421475
636,2.364622,3.2142794
637,1.7133536,12.412553
638,2.41434,14.693587
639,3.196204,14.991291
640,3.2602794,15.11053
641,2.693336,14.875902
642,2.7404246,14.878677
643,2.7452064,14.87987
644,2.7490325,14.879973
645,2.7489483,14.918506
646,2.8072193,14.916889
647,2.7056491,14.852922
648,2.7528243,14.855117
649,2.7630808,14.851641
650,2.5989227,14.841179
651,1.9897666,14.903404
652,1.7894597,15.126195
653,1.9895729,14.683972
654,2.0656204,14.773909
655,1.9685585,15.019072
656,2.1103244,14.975333
657,2.1216571,14.954386
658,1.9351814,14.990905
659,1.9662808,14.9639015
660,2.0849118,15.060817
661,2.117582,15.043416
662,2.2019262,15.024472
663,2.1299794,15.018165
664,2.230015,15.008595
665,2.250133,15.005904
666,2.26497,14.994451
667,2.2159333,15.010657
668,2.2726376,14.999959
669,2.309622,15.018779
670,2.2591536,14.993928
671,2.2917893,14.9906645
672,2.2496443,14.9954
673,2.3272755,14.999268
674,1.9932169,15.103981
675,2.009709,14.897454
676,2.62346,14.698789
677,2.8281443,14.909389
678,2.825967,14.8942
679,2.8113317,14.848382
680,2.85441,14.917024
681,2.807345,14.918415
682,2.7936466,14.917086
683,2.8133385,14.910522
684,2.8010118,14.912263
685,2.788678,14.932156
686,2.7955406,14.903437
687,2.8212333,14.907373
688,2.8087835,14.922252
689,2.7951672,14.915294
690,2.8120074,14.923027
691,2.8082278,14.921297
692,2.790339,14.919755
693,2.793808,14.921731
694,2.7610269,14.921723
695,2.801185,14.923086
696,2.7993536,14.922342
697,2.7949667,14.906141
698,2.78876,14.923173
699,2.7879505,14.924142
700,2.7889724,14.928206
701,2.794994,14.913904
702,2.79506,14.926911
703,2.7923605,14.933071
704,2.7792635,14.919702
705,2.79411,14.920349
706,2.780346,14.915847
707,2.7939055,14.918663
708,2.804307,14.925406
709,2.7729948,14.921272
710,2.7779226,14.90133
711,2.789928,14.931464
712,2.782465,14.913904
713,2.7809396,14.922767
714,2.7676523,14.919667
715,2.788718,14.917178
716,2.8233192,14.954491
717,2.9705606,15.032841
718,2.9159515,15.01511
719,2.9349465,14.989531
720,2.9191592,14.969943
721,2.9094918,14.9665985
722,2.897394,14.977922
723,2.9142957,14.98083
724,2.8858237,14.9655485
725,2.89632,14.972015
726,2.8783884,14.983638
727,2.881965,14.986068
728,2.8876429,14.9829235
729,2.8817024,14.976807
730,2.8915653,14.97831
731,2.8810823,14.990759
732,2.8721364,14.980019
733,2.8714547,14.991107
734,2.8788838,14.993557
735,2.8652647,14.969335
736,2.859837,14.978349
737,2.8605263,14.984872
738,2.8611975,14.988352
739,2.902091,14.991356
740,2.898352,14.991173
741,2.8802702,14.981106
742,2.8780477,14.997492
743,2.8818302,14.991689
744,2.8856056,14.989102
745,2.8718605,14.988321
746,2.8661234,14.992956
747,2.8624206,15.001312
748,2.8748024,14.997613
749,2.8631847,14.993414
750,2.854397,14.994507
751,2.854425,14.982822
752,2.8612616,14.995031
753,2.852633,14.996561
754,2.8594756,14.983718
755,2.8430278,14.989815
756,2.8502429,14.989031
757,2.8338003,14.979827
758,2.784711,15.0026045
759,2.8053198,14.981856
760,2.8372178,14.984536
761,2.819823,14.99276
762,2.8292525,14.988599
763,2.8061564,14.983859
764,2.8217704,14.988475
765,2.8004642,14.988132
766,2.813792,14.972111
767,2.8089929,14.982394
768,2.8052645,14.975835
769,2.8168745,14.982277
770,2.8100986,14.988975
771,2.8140233,14.969682
772,2.819897,14.9604845
773,2.8119066,14.967342
774,2.7936325,14.970904
775,2.7740262,14.967943
776,2.7914085,14.968362
777,2.776242,14.983441
778,2.7880855,14.992792
779,2.7714086,14.985868
780,2.7753603,14.976007
781,2.7800632,14.964686
782,2.7673216,14.976123
783,2.7626228,14.967343
784,2.7664955,14.9806795
785,2.7745247,14.978195
786,2.7629457,14.98189
787,2.7776968,14.961905
788,2.7584887,14.95423
789,2.7610874,14.987391
790,2.799968,14.967038
791,2.8654907,15.06025
792,2.9020143,15.036301
793,2.8646774,15.036634
794,2.833405,15.052286
795,2.8103962,15.0323105
796,2.8043284,15.031594
797,2.8053596,15.02085
798,2.800963,15.014303
799,2.8075805,15.018677
800,2.7922182,15.017924
801,2.783038,15.028641
802,2.7842338,15.016334
803,2.7856061,15.023769
804,2.7766075,15.030206
805,2.7613328,15.028664
806,2.7680528,15.02798
807,2.7603269,15.031582
808,2.7828085,15.015288
809,2.7648191,15.01461
810,2.7612107,15.033402
811,2.7395577,15.044345
812,2.7388353,15.028388
813,2.7535915,15.023862
814,2.7368104,15.0265665
815,2.7297974,15.029576
816,2.7436874,15.022553
817,2.751707,15.011109
818,2.741432,15.014357
819,2.747084,14.996948
820,2.7598555,15.022892
821,2.7557352,15.005795
822,2.7474232,15.013901
823,2.7260976,15.029201
824,2.719638,15.02244
825,2.7156587,15.021934
826,2.7344944,14.989927
827,2.7315226,15.017162
828,2.7305796,15.010799
829,2.725306,15.002687
830,2.7244246,15.027945
831,2.7129333,15.007742
832,2.707146,15.019652
833,2.739282,14.989421
834,2.7275777,15.005462
835,2.734574,14.978068
836,2.7188492,14.997952
837,2.7108989,15.007937
838,2.724132,14.998125
839,2.7024653,14.996752
840,2.7136858,15.004238
841,2.7140927,14.996292
842,2.6945596,15.012684
843,2.7217007,14.995087
844,2.6941152,15.00386
845,2.7105975,14.97048
846,2.7050982,15.000696
847,2.7007046,15.009173
848,2.6966007,15.00553
849,2.7343261,14.999961
850,2.7016015,14.987937
851,2.703901,14.994849
852,2.7012503,15.005774
853,2.7105014,14.986467
854,2.911315,15.033846
855,2.8786068,15.048701
856,2.894401,15.049774
857,2.8168092,15.063178
858,2.8057284,15.062095
859,2.8192165,15.045684
860,2.8102603,15.072922
861,2.796185,15.086454
862,2.7877147,15.085709
863,2.8003001,15.081583
864,2.7727592,15.088049
865,2.7728696,15.073404
866,2.7694454,15.074504
867,2.7911642,15.070246
868,2.7810652,15.0871525
869,2.7615006,15.081624
870,2.7920194,15.061503
871,2.7599406,15.089558
872,2.7770262,15.08056
873,2.7546728,15.096608
874,2.766787,15.0661
875,2.7471898,15.08619
876,2.7609055,15.079954
877,2.7468958,15.066906
878,2.7445662,15.098464
879,2.7411933,15.094524
880,2.7532341,15.092538
881,2.7345183,15.1082115
882,2.7365854,15.091741
883,2.729894,15.101056
884,2.754391,15.073435
885,2.736746,15.073171
886,2.734121,15.082346
887,2.7397037,15.066718
888,2.7532425,15.075783
889,2.749445,15.071395
890,2.7289314,15.072216
891,2.745753,15.062415
892,2.7326214,15.085087
893,2.727588,15.07992
894,2.736912,15.0804825
895,2.714253,15.06331
896,2.7178936,15.080615
897,2.7203896,15.06135
898,2.705347,15.085633
899,2.7202818,15.076925
900,2.7290945,15.06633
901,2.725429,15.07334
902,2.7659912,15.05702
903,2.7182977,15.090182
904,2.7198718,15.074539
905,2.7165687,15.080196
906,2.700766,15.074291
907,2.6907165,15.055743
908,2.6907218,15.058493
909,2.6910286,15.063163
910,2.7006214,15.062151
911,2.71216,15.064937
912,2.696225,15.059474
913,2.6786182,15.073466
914,2.705644,15.068843
915,2.6900227,15.07081
916,2.6949122,15.06969
917,2.7010713,15.059166
918,2.7072794,15.071915
919,2.7056036,15.065312
920,2.7033396,15.055825
921,2.6841419,15.065073
922,2.6883044,15.074328
923,2.6794717,15.075529
924,2.6821344,15.087101
925,2.6954336,15.075217
926,2.697253,15.059978
927,2.6997356,15.074722
928,2.6940503,15.06337
929,2.6828763,15.083362
930,2.6783135,15.069838
931,2.6743183,15.060421
932,2.6880627,15.083756
933,2.687649,15.08115
934,2.6954558,15.068673
935,2.6865823,15.068753
936,2.6747286,15.058287
937,2.688435,15.063352
938,2.6739852,15.064512
939,2.6994312,15.066006
940,2.7002604,15.062538
941,2.684466,15.064574
942,2.6771915,15.066524
943,2.6805642,15.056661
944,2.6705904,15.061966
945,2.6934917,15.052119
946,2.681334,15.04509
947,2.673365,15.052061
948,2.6791346,15.052046
949,2.701388,15.046356
950,2.6676147,15.064438
951,2.694195,15.067301
952,2.6847353,15.045767
953,2.6950617,15.038478
954,2.6938763,15.051185
955,2.686832,15.058448
956,2.6858587,15.045384
957,2.6866052,15.046754
958,2.6977737,15.039515
959,2.699369,15.048486
960,2.6804516,15.052595
961,2.6958175,15.059474
962,2.6958332,15.042089
963,2.672755,15.054422
964,2.691424,15.04805
965,2.6593618,15.081778
966,2.6695926,15.050259
967,2.6684258,15.059812
968,2.6676857,15.061708
969,2.6661735,15.053678
970,2.6633222,15.056384
971,2.6632705,15.062011
972,2.7060242,15.055947
973,2.6980717,15.0584345
974,2.700797,15.05041
975,2.7101333,15.048964
976,2.6816587,15.069908
977,2.6737163,15.068587
978,2.6924012,15.047577
979,2.688803,15.06661
980,2.6982179,15.038974
981,2.6825318,15.055993
982,2.679447,15.067923
983,2.6896303,15.065466
984,2.6955025,15.067445
985,2.671181,15.057888
986,2.686133,15.048524
987,2.6759815,15.065818
988,2.6682482,15.067389
989,2.6715481,15.057712
990,2.6624365,15.068608
991,2.6972115,15.045714
992,2.6886568,15.055775
993,2.6877408,15.060439
994,2.6714675,15.06947
995,2.6939776,15.066927
996,2.6772513,15.060854
997,2.686102,15.051409
998,2.695896,15.057719
999,2.6747751,15.06619
1000,2.702964,15.049832
1001,2.6914783,15.08364
1002,2.7106595,15.055682
1003,2.6905208,15.064232
1004,2.6956031,15.065187
1005,2.6891081,15.088375
1006,2.7075796,15.057317
1007,2.6979086,15.082803
1008,2.7293847,15.060629
1009,2.703484,15.064605
1010,2.6990657,15.068205
1011,2.703879,15.070159
1012,2.7055905,15.057795
1013,2.690727,15.052905
1014,2.6973262,15.044132
1015,2.6848972,15.071486
1016,2.6807542,15.066248
1017,2.709662,15.0669565
1018,2.6795938,15.0691
1019,2.6965623,15.062705
1020,2.6735816,15.075414
1021,2.6991448,15.052432
1022,2.6870763,15.0681
1023,2.697549,15.051489
1024,2.7029934,15.059747
1025,2.700303,15.059468
1026,2.7015924,15.059749
1027,2.6943886,15.05293
1028,2.686319,15.077202
1029,2.6948195,15.067512
1030,2.7075572,15.050338
1031,29.426893,3.989292
,,
length,345.83316, 
