tick,x,y
511,28.011112,2.7797623
512,28.102566,2.7678168
513,27.810356,2.8828654
514,27.790617,2.8840392
515,27.79393,2.8887858
516,27.784813,2.8990567
517,27.772068,2.8899648
518,27.715158,2.9180598
519,27.715345,2.9139454
520,27.692188,2.9103374
521,27.679947,2.9191225
522,27.685774,2.908754
523,27.686798,2.911543
524,27.68353,2.9304042
525,27.686678,2.9127288
526,27.675735,2.9273772
527,27.674568,2.924653
528,27.67585,2.9231565
529,27.682005,2.9113407
530,27.673895,2.9207788
531,27.706272,2.9002
532,27.675814,2.90806
533,27.681322,2.9078784
534,27.667196,2.8993073
535,27.670368,2.9041123
536,27.670462,2.903681
537,27.659073,2.9011204
538,27.659935,2.9153206
539,27.664806,2.899572
540,27.66286,2.9105299
541,27.681564,2.8908389
542,27.663847,2.8959625
543,27.677427,2.9003522
544,27.659533,2.908644
545,27.666931,2.910983
546,27.665688,2.905455
547,27.671896,2.896901
548,27.676762,2.9094095
549,27.651714,2.907682
550,27.643452,2.9100401
551,27.6505,2.9058187
552,27.664608,2.9047554
553,27.643751,2.9142158
554,27.65377,2.9160843
555,27.650867,2.9070282
556,27.662912,2.9046128
557,27.665096,2.8960745
558,27.65446,2.9040883
559,27.647886,2.8957508
560,27.6478,2.9118085
561,27.653566,2.9015932
562,27.664623,2.916785
563,27.650585,2.9116592
564,27.643229,2.906654
565,27.652075,2.9012442
566,27.642092,2.910137
567,27.640507,2.9057624
568,27.645735,2.9004636
569,27.6538,2.9163556
570,27.661007,2.9173844
571,27.65109,2.9059758
572,27.658978,2.9087164
573,27.62991,2.9213066
574,27.629477,2.9302216
575,27.661049,2.930737
576,27.666523,2.936811
577,27.66671,2.9332879
578,27.657722,2.9287953
579,27.689457,2.9506898
580,27.705338,2.9203856
581,27.66906,2.9294555
582,27.680832,2.9206192
583,27.684294,2.9133735
584,27.663826,2.9243402
585,27.673872,2.920954
586,27.64969,2.9068477
587,27.647657,2.916362
588,27.645487,2.9280028
589,27.63939,2.923196
590,27.654634,2.9245276
591,27.644682,2.9297433
592,27.87659,2.8126535
593,27.98559,2.7915847
594,27.783504,2.9473658
595,27.755808,2.9511874
596,27.73738,2.9468255
597,27.76646,2.9504752
598,27.723347,2.956494
599,27.731834,2.9566028
600,27.733679,2.9517148
601,27.725412,2.938255
602,27.68632,2.9383035
603,27.698528,2.9170425
604,27.673555,2.9305358
605,27.934893,2.7743213
606,28.037046,2.756259
607,28.016806,2.7272635
608,28.417109,2.7200963
609,28.276081,2.6629212
610,28.270435,2.6626785
611,28.25126,2.6423929
612,28.266132,2.6292186
613,28.232332,2.6071668
614,28.141397,2.645433
615,28.102585,2.6375206
616,28.090769,2.636565
617,28.074467,2.6273391
618,28.065962,2.6302266
619,28.072868,2.6316044
620,28.067192,2.629094
621,28.076456,2.6182604
622,28.03546,2.624791
623,28.002203,2.6273959
624,27.999054,2.6068258
625,28.059757,2.5644011
626,28.014221,2.582622
627,28.019808,2.579009
628,28.009863,2.58695
629,28.019812,2.5735128
630,28.026056,2.571228
631,28.0238,2.5868099
632,28.0018,2.576872
633,28.01971,2.5747051
634,27.991041,2.5752914
635,28.00548,2.5745065
636,27.982014,2.562997
637,27.99027,2.5700464
638,27.96023,2.5728316
639,27.984716,2.5708175
640,27.985115,2.577702
641,27.960295,2.579199
642,27.975245,2.5826116
643,27.99048,2.5727346
644,27.969864,2.5694766
645,27.976784,2.5716925
646,27.97493,2.5717056
647,27.982939,2.5678766
648,27.975382,2.5748427
